Review #,Brand,Style,Country,Stars,Codes
314,Paldo,Tray,South Korea,2.5,PRK
313,Paldo,Tray,South Korea,4.25,PRK
312,Lucky Me!,Bowl,Philippines,1.75,PHL
311,Vifon,Pack,Vietnam,2,VNM
310,Lucky Me!,Pack,Philippines,2.5,PHL
309,Paldo,Tray,South Korea,3.75,PRK
308,Tradition,Pack,USA,3.75,USA
307,Royal Umbrella,Cup,Thailand,2.75,THA
306,Rhee Bros Assi,Tray,South Korea,3.75,PRK
305,Lucky Me!,Bowl,Philippines,3.75,PHL
304,Mama,Bowl,Thailand,3.5,THA
303,Paldo,Tray,South Korea,3.25,PRK
302,Samyang,Bowl,South Korea,3.75,PRK
301,Dragonfly,Bowl,China,4.5,CHN
300,Wu Mu,Pack,Taiwan,5,TWN
299,Lucky Me!,Bowl,Philippines,3.75,PHL
298,Nongshim,Pack,South Korea,2.75,PRK
297,Rhee Bros Assi,Tray,South Korea,3.25,PRK
296,Nissin,Cup,Hong Kong,3.25,HKG
295,Tablemark,Bowl,Japan,4.5,JPN
294,Paldo,Pack,South Korea,3.75,PRK
293,Tiger,Bowl,Taiwan,0,TWN
292,Paldo,Pack,South Korea,3.75,PRK
291,Nongshim,Bowl,South Korea,3,PRK
290,Doll,Pack,Hong Kong,3,HKG
289,Paldo,Pack,South Korea,2,PRK
288,Saigon Ve Wong,Pack,South Korea,3.25,PRK
287,Paldo,Cup,South Korea,3.75,PRK
286,Myojo,Tray,Japan,4,JPN
285,Doll,Pack,Hong Kong,4.5,HKG
284,Nissin,Cup,Hong Kong,4.5,HKG
283,Paldo,Cup,South Korea,4,PRK
282,Doll,Pack,Hong Kong,4.25,HKG
281,Mama,Cup,Thailand,3,THA
280,Rhee Bros Assi,Tray,South Korea,4,PRK
279,Rhee Bros Assi,Tray,South Korea,3.75,PRK
278,Fortune,Pack,USA,3,USA
277,Vina Acecook,Pack,Vietnam,4,VNM
276,Wai Wai,Pack,Thailand,3.25,THA
275,Mama,Cup,Thailand,3.75,THA
274,Ve Wong,Pack,Taiwan,4,TWN
273,Wai Wai,Pack,Thailand,2.5,THA
272,Vina Acecook,Pack,Vietnam,3.5,VNM
271,Paldo,Pack,South Korea,3.5,PRK
270,Wu Mu,Pack,Taiwan,2,TWN
269,Paldo,Bowl,South Korea,3.5,PRK
268,Nissin,Cup,USA,3.5,USA
267,Mama,Cup,Thailand,2,THA
266,Vina Acecook,Pack,Vietnam,4,VNM
265,Nissin,Cup,USA,3.5,USA
264,Vina Acecook,Pack,Vietnam,3.75,VNM
263,Nissin,Tray,USA,1.5,USA
262,Vina Acecook,Pack,Vietnam,3.75,VNM
261,Vina Acecook,Pack,Vietnam,3.75,VNM
260,Nissin,Bowl,USA,3.5,USA
259,Vina Acecook,Pack,Vietnam,4,VNM
258,Royal Umbrella,Cup,Thailand,3.25,THA
257,Nissin,Cup,USA,3.5,USA
256,Nissin,Cup,USA,3.5,USA
255,Mama,Cup,Thailand,3.75,THA
254,Vina Acecook,Pack,Vietnam,4,VNM
253,Nongshim,Bowl,USA,4.25,USA
252,Fortune,Pack,USA,3.25,USA
251,Fortune,Pack,USA,3.5,USA
250,Wu Mu,Pack,Taiwan,3.75,TWN
249,Unif,Pack,Taiwan,3.75,TWN
248,Koka,Pack,Singapore,4.75,SGP
247,Myojo,Pack,Japan,3,JPN
246,Mama,Pack,Thailand,3,THA
245,Six Fortune,Pack,South Korea,3.75,PRK
244,Nissin,Tray,Japan,4.75,JPN
243,Myojo,Pack,Japan,4.5,JPN
242,Fashion Foods,Bowl,Thailand,2,THA
241,Fu Chang Chinese Noodle Company,Tray,USA,4,USA
240,Sanyo Foods,Bowl,Japan,4.5,JPN
239,Ottogi,Pack,South Korea,1.75,PRK
238,Nissin,Bowl,USA,4,USA
237,Koka,Bowl,Singapore,3,SGP
236,Koka,Pack,Singapore,5,SGP
235,Koka,Pack,Singapore,4.25,SGP
234,Myojo,Pack,Japan,3.75,JPN
233,Koka,Bowl,Singapore,3.5,SGP
232,Indomie,Pack,Indonesia,5,IDN
231,Indomie,Pack,Indonesia,4.5,IDN
230,Lucky Me!,Bowl,Philippines,3.75,PHL
229,Myojo,Pack,Japan,3.75,JPN
228,Vifon,Bowl,Vietnam,2,VNM
227,Quickchow,Pack,Philippines,1.75,PHL
226,Nissin,Tray,USA,4,USA
225,Ottogi,Pack,South Korea,3.75,PRK
224,Mama,Bowl,Thailand,2.75,THA
223,Koka,Bowl,Singapore,4.25,SGP
222,Myojo,Pack,Japan,3,JPN
221,Nissin,Pack,USA,3.75,USA
220,Wei Lih,Pack,Taiwan,3,TWN
219,Six Fortune,Pack,South Korea,2.75,PRK
218,Maruchan,Tray,USA,3,USA
217,Samyang,Bowl,South Korea,4,PRK
216,Maruchan,Cup,USA,2.75,USA
215,Maruchan,Tray,USA,2,USA
214,Maruchan,Tray,USA,2,USA
213,Nongshim,Bowl,USA,4,USA
212,Maruchan,Tray,USA,3.75,USA
211,Vina Acecook,Tray,Vietnam,3.5,VNM
210,Rocket Brand,Pack,China,2.5,CHN
209,Nissin,Bowl,USA,3,USA
208,Sao Tao,Pack,China,4.25,CHN
207,Sapporo Ichiban,Pack,USA,3.5,USA
206,Bon Go Jang,Bowl,South Korea,3,PRK
205,Sapporo Ichiban,Pack,USA,4.5,USA
204,Nongshim,Bowl,USA,2.5,USA
203,Nongshim,Bowl,USA,2,USA
202,Nongshim,Bowl,USA,3.25,USA
201,Nongshim,Bowl,USA,3.5,USA
200,Nongshim,Bowl,USA,4.5,USA
199,Samyang,Pack,South Korea,2,PRK
198,Shirakiku,Bowl,Japan,4.25,JPN
197,Rhee Bros Assi,Tray,South Korea,2.25,PRK
196,Nissin,Cup,India,1.5,IND
195,Myojo,Pack,Japan,3,JPN
194,Saigon Ve Wong,Pack,Vietnam,3.5,VNM
193,Boss,Bowl,Thailand,2.5,THA
192,Paldo,Pack,South Korea,4.25,PRK
191,Wu Mu,Pack,Taiwan,3.25,TWN
190,Maggi,Pack,Malaysia,2.9,MYS
189,Nissin,Cup,India,3,IND
188,Nongshim,Pack,South Korea,4,PRK
187,Paldo,Pack,South Korea,4,PRK
186,Paldo,Pack,South Korea,3.5,PRK
185,Shirakiku,Bowl,Japan,3.75,JPN
184,Myojo,Pack,Japan,3.75,JPN
183,Nissin,Bowl,USA,2,USA
182,Myojo,Pack,Japan,3.25,JPN
181,Kamfen,Pack,China,2,CHN
180,Myojo,Tray,Japan,4.75,JPN
179,Mama,Pack,Thailand,3,THA
178,Mama,Pack,Thailand,2,THA
177,Vifon,Pack,Vietnam,3.75,VNM
176,Paldo,Tray,South Korea,4.125,PRK
175,Samyang,Pack,South Korea,3,PRK
174,Lucky Me!,Pack,Philippines,0.25,PHL
173,Unif / Tung-I,Pack,Taiwan,1.5,TWN
172,Mama,Pack,Thailand,3.75,THA
171,Samyang,Pack,South Korea,3.75,PRK
170,Myojo,Pack,Japan,3.5,JPN
169,Samyang,Pack,South Korea,2.25,PRK
168,JFC,Bowl,Japan,3.75,JPN
167,Wai Wai,Pack,Thailand,2.5,THA
166,Koyo,Pack,USA,3.25,USA
165,Doll,Pack,Hong Kong,3.5,HKG
164,Unif / Tung-I,Pack,Taiwan,3.75,TWN
163,Vifon,Pack,Vietnam,3.5,VNM
162,Myojo,Pack,Japan,3.75,JPN
161,Paldo,Pack,South Korea,0,PRK
160,Myojo,Bowl,Japan,1.5,JPN
159,Mama,Pack,Thailand,1.75,THA
158,Mama,Cup,Thailand,2.5,THA
157,Nissin,Cup,Philippines,2,PHL
156,Maruchan,Cup,USA,3,USA
155,Lucky Me!,Pack,Philippines,4.75,PHL
154,Nissin,Cup,USA,1.75,USA
153,Sapporo Ichiban,Cup,USA,1.75,USA
152,Wu Mu,Pack,Taiwan,4.5,TWN
151,Shirakiku,Pack,Japan,3,JPN
150,Chorip Dong,Bowl,South Korea,4.25,PRK
149,Maruchan,Bowl,Japan,4,JPN
148,Myojo,Pack,Japan,3.75,JPN
147,Higashi,Pack,Japan,5,JPN
146,Mama,Pack,Thailand,2.5,THA
145,Sakurai,Pack,Japan,3.5,JPN
144,Nongshim,Pack,South Korea,3.5,PRK
143,Mama,Pack,Thailand,2.75,THA
142,Nissin,Tray,USA,4.5,USA
141,Six Fortune,Pack,South Korea,2.5,PRK
140,Mama,Pack,Thailand,5,THA
139,Kamfen,Pack,China,1.75,CHN
137,Nissin,Bowl,USA,1.75,USA
136,Mama,Pack,Thailand,5,THA
135,Unif / Tung-I,Pack,Taiwan,3.25,TWN
134,Global Inspiration,Bowl,South Korea,2.25,PRK
133,Baijia,Pack,China,0,CHN
132,Ve Wong,Pack,Taiwan,3.5,TWN
131,Unif,Pack,Taiwan,3.25,TWN
130,Sapporo Ichiban,Pack,Japan,3.5,JPN
129,Nongshim,Pack,South Korea,3.5,PRK
128,Mama,Pack,Thailand,0.1,THA
127,Vifon,Pack,Vietnam,2.8,VNM
126,Mama,Pack,Thailand,1.5,THA
125,Shirakiku,Pack,Japan,3,JPN
124,Nissin,Tray,Japan,5,JPN
123,Wai Wai,Pack,Thailand,3.7,THA
122,Doll,Pack,Hong Kong,4,HKG
121,Ottogi,Pack,South Korea,4,PRK
120,Samyang,Pack,South Korea,4,PRK
119,Ve Wong,Pack,Taiwan,3.4,TWN
118,Paldo,Pack,South Korea,3.75,PRK
117,Ottogi,Pack,South Korea,4,PRK
116,Mama,Pack,Thailand,3.6,THA
115,Ottogi,Pack,South Korea,2.8,PRK
114,Samyang,Pack,South Korea,2.9,PRK
113,Nongshim,Pack,South Korea,4,PRK
112,Ottogi,Pack,South Korea,3.75,PRK
111,Ottogi,Pack,South Korea,3.25,PRK
110,Lucky Me!,Pack,Philippines,1.5,PHL
109,Mama,Pack,Thailand,3.1,THA
108,Teriyaki Time,Bowl,USA,2,USA
107,Ottogi,Pack,South Korea,1.1,PRK
106,GreeNoodle,Pack,Thailand,0.5,THA
105,Indomie,Pack,Indonesia,5,IDN
104,Maruchan,Pack,USA,2,USA
103,Ve Wong,Pack,Taiwan,3,TWN
102,Indomie,Pack,Indonesia,1.5,IDN
101,Ve Wong,Pack,Taiwan,4.25,TWN
100,Unif / Tung-I,Pack,Taiwan,2.85,TWN
99,Ve Wong,Pack,Taiwan,2.75,TWN
98,Unif / Tung-I,Pack,Taiwan,2.5,TWN
97,Saigon Ve Wong,Pack,Vietnam,2.5,VNM
96,Saigon Ve Wong,Pack,Vietnam,3.75,VNM
95,Wei Lih,Pack,Taiwan,1,TWN
94,Mama,Pack,Thailand,2.5,THA
93,Payless,Pack,Philippines,4.5,PHL
92,Fashion Food,Bowl,Thailand,2,THA
91,Binh Tay,Pack,Vietnam,2.75,VNM
90,Long Kow,Pack,China,2.3,CHN
89,Unif,Pack,Taiwan,3.2,TWN
88,Paldo,Pack,South Korea,3.25,PRK
87,Wai Wai,Pack,Thailand,2.75,THA
86,Unif / Tung-I,Pack,Taiwan,3.65,TWN
85,Nissin,Pack,Japan,3.75,JPN
84,Samyang,Pack,South Korea,1.8,PRK
83,Nissin,Pack,Japan,2,JPN
82,Nissin,Pack,Japan,2.75,JPN
81,Unif / Tung-I,Pack,Taiwan,3.5,TWN
80,Unif / Tung-I,Pack,Taiwan,3.5,TWN
79,Sapporo Ichiban,Pack,Japan,3.25,JPN
78,Nissin,Pack,Japan,2.5,JPN
77,Nissin,Pack,Japan,3.25,JPN
76,Indomie,Pack,Indonesia,2.5,IDN
75,Indomie,Pack,Indonesia,4.5,IDN
74,Nissin,Pack,Japan,4,JPN
73,Nissin,Pack,Japan,3.5,JPN
72,Nissin,Pack,Japan,3.5,JPN
71,Nissin,Pack,Japan,2.5,JPN
70,Nissin,Pack,Japan,4,JPN
69,Baijia,Pack,China,1.75,CHN
68,Wei Lih,Pack,Taiwan,4,TWN
67,Maruchan,Pack,USA,2,USA
66,Maruchan,Pack,USA,4,USA
65,Nissin,Pack,USA,2.5,USA
64,Sapporo Ichiban,Pack,USA,3.5,USA
63,Nissin,Bowl,Japan,3,JPN
62,Maggi,Pack,India,1.5,IND
61,Maggi,Pack,India,2.5,IND
60,Maggi,Pack,India,2,IND
59,Maggi,Pack,India,3.5,IND
58,Ve Wong,Pack,Taiwan,3,TWN
57,Doll,Tray,Hong Kong,3,HKG
56,Doll,Pack,Hong Kong,1,HKG
55,Hua Feng Noodle Expert,Pack,China,1,CHN
54,Hua Feng Noodle Expert,Pack,China,3,CHN
53,Indomie,Cup,Indonesia,2,IDN
52,Indomie,Pack,Indonesia,4,IDN
51,Indomie,Pack,Indonesia,5,IDN
50,Indomie,Pack,Indonesia,5,IDN
49,Indomie,Pack,Indonesia,4.5,IDN
48,Indomie,Pack,Indonesia,3,IDN
47,Indomie,Pack,Indonesia,5,IDN
46,Indomie,Pack,Indonesia,3,IDN
45,Indomie,Pack,Indonesia,5,IDN
44,Indomie,Pack,Indonesia,4.25,IDN
43,Kim Ve Wong,Bowl,Taiwan,0,TWN
42,Ve Wong,Pack,Vietnam,2.75,VNM
41,Little Cook,Bowl,Thailand,0.5,THA
40,Lucky Me!,Pack,Philippines,3,PHL
39,Lucky Me!,Bowl,Philippines,3,PHL
38,Lucky Me!,Pack,Philippines,3,PHL
37,Lucky Me!,Pack,Philippines,3,PHL
36,Lucky Me!,Pack,Philippines,3,PHL
35,Mama,Pack,Thailand,3,THA
34,Maruchan,Pack,USA,2,USA
33,Koka,Pack,Singapore,3.75,SGP
32,Koka,Pack,Singapore,3.5,SGP
31,Myojo,Tray,Japan,4,JPN
30,Myojo,Pack,Japan,1,JPN
29,Mee Jang,Bowl,Thailand,3.5,THA
28,Nissin,Pack,Japan,5,JPN
27,Nissin,Pack,Japan,4,JPN
26,Nissin,Pack,Japan,4,JPN
25,Nissin,Pack,Japan,3,JPN
24,Nissin,Pack,Japan,2,JPN
23,Nissin,Pack,USA,4.5,USA
22,Nongshim,Pack,South Korea,3.75,PRK
21,Nongshim,Pack,South Korea,4,PRK
20,Nongshim,Pack,South Korea,3.5,PRK
19,Nongshim,Pack,South Korea,4,PRK
18,Ottogi,Pack,South Korea,3.5,PRK
17,Quickchow,Pack,Philippines,2.5,PHL
16,Samyang,Pack,South Korea,3.5,PRK
15,Samyang,Pack,South Korea,2.5,PRK
14,Samyang,Pack,South Korea,3.5,PRK
13,Sapporo Ichiban,Pack,Japan,5,JPN
12,Sapporo Ichiban,Pack,Japan,2.5,JPN
11,Six Fortune,Pack,South Korea,2,PRK
10,Smack,Pack,USA,1.5,USA
9,Sutah,Cup,South Korea,2,PRK
8,Tung-I,Pack,Taiwan,3,TWN
7,Ve Wong,Pack,Vietnam,1,VNM
6,Vifon,Pack,Vietnam,2.5,VNM
5,Vifon,Bowl,Vietnam,3.5,VNM
4,Wai Wai,Pack,Thailand,1,THA
3,Wai Wai,Pack,Thailand,2,THA
2,Wai Wai,Pack,Thailand,2,THA
1,Westbrae,Pack,USA,0.5,USA
